;molecule_chembl_id;units;IC50;pIC50;smiles;MW;HBA;HBD;LogP;rule_of_five_conform
2457;CHEMBL433305;nM;310.0;6.508638306165728;C1CCc2c(C1)[nH]c3ncnc(Nc4ccccc4)c23;264.137496512;3;2;3.580300000000002;yes
2458;CHEMBL172514;nM;310.0;6.508638306165728;COCCNCCN1CCC(CC1)n2cc(c3cccc(OC)c3)c4c(N)ncnc24;424.25867426400004;8;2;2.5619999999999985;yes
2459;CHEMBL1952210;nM;310.0;6.508638306165728;COc1ccc(cc1)N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]5CC[C@@H](O)C5)C2=O;431.19573966;6;2;4.088800000000003;yes
2460;CHEMBL3752916;nM;310.76;6.507574887223914;Cn1cnc(c1)c2cc(NC(=O)Nc3nccs3)cc(c2)C(F)(F)F;367.071465664;5;2;4.206400000000001;yes
2461;CHEMBL3805949;nM;313.6;6.503623945987599;CC(C)Oc1cc2ncnc(Nc3ccc(F)c(c3)C#N)c2c4OCCOc14;380.128468624;7;1;3.942580000000002;yes
2463;CHEMBL3754709;nM;317.12;6.498776367194818;COc1cc(NC(=O)Nc2nccs2)cc(c1OC)c3cccnc3;356.09431137200005;6;2;3.8663000000000016;yes
2464;CHEMBL1242568;nM;318.0;6.497572880015568;Nc1ncnc2c1c(nn2C3CCCC3)c4ccc(F)c(O)c4;313.13388835199993;6;2;3.035300000000001;yes
2465;CHEMBL102726;nM;320.0;6.494850021680094;C(Nc1ncnc2ccccc12)c3ccccc3;235.110947416;3;1;3.241900000000002;yes
2466;CHEMBL205652;nM;320.0;6.494850021680094;Fc1cccc(COc2ccc(Nc3ccncn3)cc2Cl)c1;329.073117936;4;1;4.591700000000002;yes
2467;CHEMBL3676356;nM;321.0;6.493494967595128;CN(C)CCOc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1NC(=O)C=C;463.09780845999995;6;2;4.884200000000003;yes
2468;CHEMBL1242287;nM;324.0;6.489454989793388;Nc1ncnc2c1c(nn2C3CCC3)c4ccc(Br)c(O)c4;359.03817216799996;6;2;3.268600000000002;yes
2469;CHEMBL50245;nM;324.0;6.489454989793388;CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2n1;343.04325754800004;5;1;3.5969000000000024;yes
2470;CHEMBL3671545;nM;325.0;6.4881166390211265;CC(CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C)N(C)C;558.1390290759999;7;3;4.234700000000003;yes
2471;CHEMBL3902180;nM;326.0;6.4867823999320615;Nc1ncnc2c1c(nn2C3CCCN(C3)C(=O)\C=C\CN4CCOCC4)c5ccc(Oc6ccccc6)cc5;539.2644879159999;9;1;3.9197000000000033;yes
2472;CHEMBL403569;nM;327.0;6.485452247339714;OCC(=O)N1CCC[C@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23;519.1673319920001;8;2;4.362900000000003;yes
2473;CHEMBL129946;nM;330.0;6.481486060122112;CCN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35;494.23179082;6;1;5.086300000000005;yes
2474;CHEMBL354310;nM;330.0;6.481486060122112;COc1cccc(c1)c2cn(C3CC(C3)C(=O)NCCO)c4ncnc(N)c24;381.1800895960001;7;3;1.7486999999999995;yes
2475;CHEMBL414631;nM;330.0;6.481486060122112;COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1;450.03275244;6;2;4.132480000000003;yes
2476;CHEMBL3940060;nM;330.0;6.481486060122112;Fc1ccc(Nc2ncnc3cc4OC(=O)N(CCOC(=O)CCl)c4cc23)cc1Cl;450.02978847599996;8;1;3.855800000000002;yes
2477;CHEMBL441279;nM;330.0;6.481486060122112;COCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1;464.048402504;6;2;4.174980000000002;yes
2478;CHEMBL324926;nM;330.0;6.481486060122112;COc1cc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)cc(OC)c1;456.07559579599996;7;1;5.063100000000004;yes
2479;CHEMBL333038;nM;330.0;6.481486060122112;Clc1cccc(Nc2nc[nH]c3nnc(Nc4cccc(Cl)c4)c23)c1;370.050049744;5;3;5.0985000000000005;yes
2480;CHEMBL31876;nM;330.2;6.481222931073225;CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1;378.068366904;4;2;4.604380000000002;yes
2481;CHEMBL3092303;nM;331.0;6.480172006224282;OCCN1CCN(CC1)C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]5CCOC5;530.184459276;8;3;3.4754000000000014;yes
2482;CHEMBL249511;nM;331.0;6.480172006224282;Fc1ccc(Nc2ncnc3ccc(cc23)C#Cc4ccccc4)cc1Cl;373.07820331600004;3;1;5.565700000000003;yes
2483;CHEMBL474524;nM;333.0;6.477555766493679;COc1cc2ncnc(c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OCCCN5CCOCC5;470.15209652799996;6;1;4.680300000000005;yes
2484;CHEMBL137788;nM;335.0;6.4749551929631535;CN=NNc1ccc2ncnc(NCc3ccccc3)c2c1;292.143644512;5;2;3.650800000000002;yes
2485;CHEMBL345077;nM;340.0;6.468521082957745;[O-][S+](C=C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1;373.9836940720001;5;1;3.782000000000002;yes
2486;CHEMBL188522;nM;340.0;6.468521082957745;Cc1ccc(Nc2ncnn3ccc(C)c23)cc1O;254.116761068;5;2;2.7953400000000017;yes
2487;CHEMBL380972;nM;340.0;6.468521082957745;COc1cc2CNc3c(Nc4cccc(Br)c4)ncnc3Oc2cc1OC;428.048402504;7;2;4.717700000000003;yes
2488;CHEMBL1173813;nM;340.0;6.468521082957745;Cc1ccc(cc1)C2CC(=NN2C(=S)N)c3ccc(C)c(C)c3;323.145618672;2;1;4.006560000000003;yes
2490;CHEMBL394056;nM;340.0;6.468521082957745;COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12;402.16043744800004;7;1;4.156400000000003;yes
2492;CHEMBL3297998;nM;340.1;6.468393368067278;CCCCN(c1ccc(OC)cc1)c2nc(C)nc3oc(C)cc23;325.179026976;5;0;4.786440000000004;yes
2494;CHEMBL3972605;nM;343.0;6.464705879957229;CCC(=O)Nc1cc2c(Nc3ccc(cc3)C(O)c4ccccc4)ncnc2cc1OC;428.184840628;6;3;4.812200000000003;yes
2495;CHEMBL289959;nM;346.0;6.460923901207224;N(c1ccccc1)c2ncnc3ccccc23;221.095297352;3;1;3.373400000000001;yes
2496;CHEMBL52197;nM;348.0;6.458420756053419;COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;329.01637410399996;4;1;4.1445000000000025;yes
2497;CHEMBL265629;nM;350.0;6.455931955649724;Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNC(=O)C6)c45)ccc23)c1;470.19788557600003;8;2;2.9418000000000006;yes
2500;CHEMBL169064;nM;350.0;6.455931955649724;COc1cccc(c1)c2cn(C3CCN(CC(=O)N)CC3)c4ncnc(N)c24;380.19607400800004;7;2;1.8112999999999997;yes
2501;CHEMBL544833;nM;350.0;6.455931955649724;Cl.COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC;377.11423379999997;7;1;3.829600000000002;yes
2502;CHEMBL176705;nM;350.0;6.455931955649724;COc1ccc(cc1)c2cn(c3ccccc3)c4ncnc(N)c24;316.132411132;5;1;3.678300000000001;yes
2504;CHEMBL2324871;nM;350.0;6.455931955649724;NC(=S)N1N=C(CC1c2ccc3ccccc3c2)c4ccc(Br)cc4;409.02483061199996;2;1;4.9970000000000026;yes
2505;CHEMBL290389;nM;350.0;6.455931955649724;COc1cc(\C=C(/C#N)\C(=O)N)cc(Sc2nc3ccccc3s2)c1O;383.039833276;7;2;3.5539800000000024;yes
2506;CHEMBL1830274;nM;350.0;6.455931955649724;Cc1ccc(cc1)\C(=N/NC(=S)N)\C=C\c2ccccc2;295.114318544;2;2;3.2457200000000013;yes
2508;CHEMBL3805654;nM;351.8;6.453704164878558;CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c(c3)C#N)c2c4OCCOc14;410.13903330799997;8;1;3.916680000000002;yes
2509;CHEMBL2347971;nM;352.0;6.4534573365218675;OC[C@@H](Nc1ncnc2oc(c3ccccc3)c(c4cocc4)c12)c5ccccc5;397.142641468;6;2;5.295300000000004;yes
2510;CHEMBL3775911;nM;353.7;6.451364940185249;Clc1ccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)cc1;453.156767308;7;1;3.4745000000000017;yes
2511;CHEMBL116308;nM;355.0;6.449771646944907;[O-][N+](=O)c1cccc2ncnc(Nc3cccc(Br)c3)c12;343.990887628;5;1;4.044100000000001;yes
2512;CHEMBL3622659;nM;356.6;6.447818661160665;COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CC[S+]([O-])CC4;547.1456312439999;8;2;3.7501000000000024;yes
2513;CHEMBL437885;nM;360.0;6.443697499232713;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCCC4;386.13096716;5;1;4.770300000000004;yes
2514;CHEMBL552860;nM;360.0;6.443697499232713;Cl.CN(C)CCC(=O)c1ccc(OCc2ccccc2)c(O)c1;335.12882124399994;4;1;3.5274000000000028;yes
2515;CHEMBL440873;nM;360.0;6.443697499232713;FC(F)(F)c1cccc(Nc2[nH]cnc3nc4CCCCc4c23)c1;332.12488114;3;2;4.550700000000002;yes
2516;CHEMBL245798;nM;360.0;6.443697499232713;COc1cc2c(N[C@@H]3C[C@H]3c4ccccc4)c(cnc2cc1OC5CCN(C)CC5)C#N;428.221226136;6;1;4.556080000000003;yes
2517;CHEMBL3752129;nM;362.0;6.441291429466834;COc1cc(NC(=O)Nc2nccs2)cc(c1OC)c3cn(C)cn3;359.1052104040001;7;2;3.2048000000000005;yes
2518;CHEMBL3805260;nM;363.3;6.439734602137285;CCOC(C)Oc1cc2ncnc(Nc3ccc(C)c(c3)[N+](=O)[O-])c2c4OCCOc14;426.1539344239999;9;1;4.122520000000002;yes
2519;CHEMBL1952211;nM;365.0;6.437707135543525;COc1ccc(cc1)N2Cc3cnc(Nc4ccccc4)nc3N([C@H]5CC[C@H](O)C5)C2=O;431.19573966;6;2;4.088800000000003;yes
2520;CHEMBL3092307;nM;365.0;6.437707135543525;CCN(CC)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4;516.20519472;7;3;4.796900000000003;yes
2521;CHEMBL257411;nM;366.0;6.436518914605589;C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5nccs5)c3)c12)C(=O)N6CCOCC6;515.1739586599999;10;1;3.854000000000002;yes
2522;CHEMBL1242656;nM;366.0;6.436518914605589;CC1CCC(C1)n2nc(c3ccc(F)c(O)c3)c4c(N)ncnc24;327.14953841600004;6;2;3.2813000000000008;yes
2523;CHEMBL3671569;nM;368.0;6.434152181326482;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)c4ccc[nH]4)c(NC(=O)C=C)cc23;538.0764288199999;6;4;4.536400000000002;yes
2524;CHEMBL56393;nM;370.0;6.431798275933005;Oc1ccc(\C=C(/C#N)\C(=O)c2ccc(O)c(O)c2)cc1O;297.063722452;6;4;2.298880000000001;yes
2528;CHEMBL2437457;nM;373.5;6.427709393848582;Clc1ccc(Nc2ncc3N=CC(=O)N(c4ccc(NC(=O)C=C)cc4)c3n2)cc1;418.0945014;7;2;3.6972000000000005;yes
2529;CHEMBL281467;nM;374.8;6.426200417784259;Brc1cccc(Nc2c(cnc3ncc(NC(=O)C=C)cc23)C#N)c1;393.022522104;5;2;4.132080000000002;yes
2530;CHEMBL247512;nM;380.0;6.420216403383191;CC(=O)NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1;512.244835768;8;2;4.110500000000002;yes
2531;CHEMBL574059;nM;380.0;6.420216403383191;CN1C(=O)C(=Cc2cnc(Nc3ccc(F)cc3)nc12)c4c(Cl)cccc4Cl;414.04504461600004;5;1;5.185000000000002;yes
2532;CHEMBL2064376;nM;380.0;6.420216403383191;COc1ccc(Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23)cc1;435.19065428;9;1;3.0122000000000018;yes
2533;CHEMBL1950289;nM;380.0;6.420216403383191;O[C@@H]1CC[C@H](CC1)Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]5CCOC5)c3n2;448.18345863600007;8;3;3.6640000000000015;yes
2534;CHEMBL1242293;nM;380.0;6.420216403383191;CC(C)n1nc(c2cnc3[nH]ccc3c2)c4c(N)ncnc14;293.13889348000004;6;2;2.5327;yes
2535;CHEMBL356324;nM;380.0;6.420216403383191;Oc1ccc(\C=C(/C#N)\S(=O)(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O;384.041607104;8;4;2.3529600000000017;yes
2536;CHEMBL253292;nM;380.0;6.420216403383191;CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1;488.14942943200003;6;3;5.891600000000005;yes
2537;CHEMBL2064373;nM;380.0;6.420216403383191;O=C1Oc2cc3ncnc(Nc4cccc(c4)C#C)c3cc2N1CCCN5CCOCC5;429.180089596;8;1;2.9849000000000014;yes
2538;CHEMBL3944095;nM;383.0;6.416801226031379;CCC(=O)Nc1cc2c(Nc3ccc(NCc4ccccc4)cc3)ncnc2cc1OC;427.20082504000004;6;3;5.342600000000004;yes
2539;CHEMBL3968716;nM;383.7;6.416008200801683;Nc1ncnc2c1c(nn2[C@H]3CCCN(C3)C(=O)\C=C\CN4CCOCC4)c5ccc(Oc6ccccc6)cc5;539.2644879159999;9;1;3.9197000000000033;yes
2540;CHEMBL3805280;nM;387.8;6.411392195257314;COCCOc1cc2ncnc(Nc3ccc(F)c(c3)C#N)c2c4OCCOc14;396.12338324399997;8;1;3.180580000000001;yes
2541;CHEMBL1234815;nM;388.0;6.411168274405793;Cn1nc(c2ccc3ccccc3c2)c4c(N)ncnc14;275.117095416;5;1;2.7657;yes
2542;CHEMBL3942999;nM;388.0;6.411168274405793;CCC(=O)Nc1cc2c(Nc3ccc(Cc4ccncc4)cc3)ncnc2cc1OC;413.18517497600004;6;2;4.716300000000002;yes
2543;CHEMBL3671548;nM;389.0;6.410050398674293;CN(C(=O)C=C)c1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C;501.08117985200005;6;2;3.9387000000000025;yes
2544;CHEMBL3799864;nM;389.4;6.409604052815987;COc1cc(ccc1Nc2ncc(SC)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCCN(CC4)C(=O)C;548.2205745040001;9;2;4.926100000000004;yes
2545;CHEMBL93423;nM;390.0;6.4089353929735005;COc1cc2ncnc(NC3CC3c4ccccc4)c2cc1O;307.132076784;5;2;3.3120000000000016;yes
2547;CHEMBL3813876;nM;390.0;6.4089353929735005;Fc1ccc(Nc2ncnc3ccc(NC(=S)NCCCN4CCOCC4)cc23)cc1Cl;474.140486288;6;3;4.1746000000000025;yes
2548;CHEMBL127367;nM;390.0;6.4089353929735005;CCOc1cc2ncnc(Nc3cccc(c3)c4nc[nH]n4)c2cc1OCC;376.16477388;7;2;3.9559000000000015;yes
2549;CHEMBL1828862;nM;390.0;6.4089353929735005;Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c2ccc(F)cc2;342.04341867200003;7;1;0.7439199999999999;yes
2550;CHEMBL583683;nM;390.0;6.4089353929735005;CN(N=Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)OCCl;404.0555290479999;7;1;5.290200000000003;yes
2551;CHEMBL574058;nM;390.0;6.4089353929735005;CN1C(=O)C(=Cc2cnc(Nc3ccc(F)c(C)c3)nc12)c4c(Cl)cccc4Cl;428.06069468000004;5;1;5.493420000000003;yes
2552;CHEMBL1242853;nM;391.0;6.407823242604133;CC(C)(C)OC(=O)n1ccc2cc(ccc12)c3nn(C4CCCC4)c5ncnc(N)c35;418.21172407200004;8;1;4.928500000000003;yes
2553;CHEMBL2437468;nM;395.0;6.4034029043735385;COc1cc(ccc1Nc2ncc3N=CC(=O)N(c4ccc(NC(=O)C=C)cc4)c3n2)N5CCN(C)CC5;512.2284367560001;10;2;2.8042000000000007;yes
2554;CHEMBL247468;nM;397.0;6.401209493236885;C(CN1CCNCC1)Nc2ncnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23;512.289974392;8;2;4.348500000000003;yes
2555;CHEMBL74432;nM;400.0;6.3979400086720375;CNC(=O)c1ccc(cc1)S(=O)(=O)Oc2ccc(\C=C\[N+](=O)[O-])cc2;362.057257168;6;1;2.0613;yes
2556;CHEMBL522116;nM;400.0;6.3979400086720375;CSCc1cc(\C=C\2/C(=O)Nc3ccccc23)cc(CSC)c1O;357.08572084800005;4;2;4.6109000000000036;yes
2557;CHEMBL55979;nM;400.0;6.3979400086720375;CC(NC(=O)\C(=C\c1ccc(O)c(O)c1)\C#N)c2ccccc2;308.116092372;4;3;2.8821800000000017;yes
2558;CHEMBL281872;nM;400.0;6.3979400086720375;COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn4ccnn4;458.05021407200013;8;1;3.954100000000003;yes
2559;CHEMBL485070;nM;400.0;6.3979400086720375;CCOc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2ccccc2)c1O;354.103813436;5;2;3.4754800000000023;yes
2560;CHEMBL2316151;nM;400.0;6.3979400086720375;COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(O)c(O)c3)\C2=O)c1;366.1467238039999;5;2;4.335000000000004;yes
2561;CHEMBL490768;nM;400.0;6.3979400086720375;NC(=O)\C(=C\c1cc(c(O)c(c1)c2ccccc2)c3ccccc3)\C#N;340.12117775200005;3;2;4.118480000000003;yes
2562;CHEMBL408683;nM;400.0;6.3979400086720375;NC(=O)CN1CCC(C1)n2cc(c3cccc(O)c3)c4c(N)ncnc24;352.16477388000004;7;3;1.1181999999999996;yes
2563;CHEMBL67535;nM;400.0;6.3979400086720375;Oc1ccc(\C=C(/C#N)\C(=O)NCCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O;448.13828435999994;8;6;1.6456599999999995;yes
2564;CHEMBL2178352;nM;400.0;6.3979400086720375;CN1CCN(CC1)c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C6CCCC6)c4n3)cc2;468.274993024;8;2;5.180400000000004;yes
2565;CHEMBL397122;nM;400.0;6.3979400086720375;C[C@@H](c1cccc(F)c1)n2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc23;501.228851356;9;2;4.076000000000001;yes
2567;CHEMBL25610;nM;400.0;6.3979400086720375;COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN4CCOCC4;432.13644646399996;7;1;3.885500000000004;yes
2568;CHEMBL248674;nM;402.1;6.395665926897088;COc1cc2ncnc(Nc3cccc(c3)C#CCCO)c2cc1OC;349.14264146799997;6;2;3.124500000000001;yes
2569;CHEMBL3092305;nM;404.0;6.393618634889394;COC(=O)\C=C\CNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4;515.137174736;8;3;4.184300000000002;yes
2570;CHEMBL401054;nM;405.0;6.392544976785331;COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c4ccccc4)c2cc1OCCN5CCOCC5;444.21614075599996;7;1;3.794080000000003;yes
2571;CHEMBL3967962;nM;405.0;6.392544976785331;O=C(Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1)\C=C\CN5CCCC5;465.2277084840001;7;2;4.344700000000003;yes
2572;CHEMBL3601223;nM;409.0;6.388276691992657;COc1cc(ccc1Nc2ncc(Cl)c(NCc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4;507.21495088000006;8;3;4.370600000000003;yes
2574;CHEMBL2152253;nM;410.0;6.3872161432802645;CNC(=O)c1nc(cnc1N)c2ccc(Cl)c(c2)S(=O)(=O)Nc3cccc(F)c3C;449.072466304;6;3;2.987120000000001;yes
2575;CHEMBL304971;nM;410.0;6.3872161432802645;CN1CCN(CC1)C(=O)c2c[nH]c(\C=C\3/C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c34)c2C;495.1585788760001;6;3;3.5295200000000007;yes
2576;CHEMBL1830280;nM;410.0;6.3872161432802645;NC(=S)N\N=C(\C=C\c1cccc2ccccc12)/c3ccccc3;331.114318544;2;2;4.090500000000002;yes
2577;CHEMBL2333998;nM;412.8;6.384260311380845;COc1cc2ncnc(Nc3cccc(c3)C#N)c2cc1OC;306.111675688;6;1;3.2622800000000014;yes
2578;CHEMBL3416620;nM;415.0;6.381951903287908;C[C@@H](Nc1ncnc2sc(Br)cc12)c3cccs3;338.94995142;5;1;4.6884000000000015;yes
2579;CHEMBL3806321;nM;416.1;6.3808022842070535;CC(C)Oc1cc2ncnc(Nc3ccc(C)c(c3)C#N)c2c4OCCOc14;376.15354049999996;7;1;4.111900000000002;yes
2580;CHEMBL3671585;nM;419.0;6.377785977033705;CN(C)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1NC(=O)C=C;486.158244528;7;3;3.3470000000000004;yes
2581;CHEMBL2093928;nM;419.0;6.377785977033705;Cl.C[C@H](Nc1[nH]cnc2c3ccccc3nc12)c4ccccc4;324.114174224;3;2;4.657600000000003;yes
2582;CHEMBL1079742;nM;420.0;6.376750709602098;Cl.COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC;429.14553392799996;7;1;3.826900000000002;yes
2583;CHEMBL72322;nM;420.0;6.376750709602098;Oc1cccc(Nc2[nH]cnc3nc4CCCCc4c23)c1;280.132411132;4;3;3.2375000000000016;yes
2584;CHEMBL352801;nM;420.0;6.376750709602098;COc1cccc(c1)c2cn(C3CC(CO)C3)c4ncnc(N)c24;324.15862588000005;6;2;2.6324999999999994;yes
2585;CHEMBL3235203;nM;420.0;6.376750709602098;Cc1ccc2nc(Oc3ccc(F)cc3)c(\C=N\NC(=O)Cn4c(C)ncc4[N+](=O)[O-])cc2c1;462.145181308;8;1;4.038040000000003;yes
2586;CHEMBL3962032;nM;421.0;6.375717904164333;CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4CC(C)C)c3)ncnc2cc1OC;417.21647510400004;6;2;5.341200000000003;yes
2589;CHEMBL422066;nM;430.0;6.366531544420412;COc1cc2ncnc(NNc3ccc(F)c(Cl)c3)c2cc1OC;348.07893158799993;6;2;3.8785000000000025;yes
2590;CHEMBL395883;nM;430.0;6.366531544420412;COc1cn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c2c1COC[C@@H]6CNCCO6;517.223765976;10;2;3.523600000000002;yes
2591;CHEMBL3088219;nM;430.0;6.366531544420412;Cc1ncc([N+](=O)[O-])n1C\C(=N\NC(=O)c2ccc(N)cc2)\c3ccc(Br)cc3;456.0545505040001;7;2;3.2787200000000007;yes
2592;CHEMBL2347970;nM;434.0;6.362510270487489;OC[C@@H](Nc1ncnc2oc(c3ccccc3)c(c4occc4)c12)c5ccccc5;397.142641468;6;2;5.295300000000004;yes
2593;CHEMBL3774471;nM;434.1;6.362410214161299;Fc1ccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)cc1;437.186317848;7;1;2.9602000000000013;yes
2594;CHEMBL3929922;nM;435.3;6.361211332842602;CC#CC(=O)N1CCC[C@@H](C1)n2nc(c3ccc(Oc4ccccc4)cc3)c5c(N)ncnc25;452.19607400800004;7;1;4.054600000000002;yes
2595;CHEMBL1242201;nM;437.0;6.359518563029578;COc1ccc(cc1O)c2nn(C3CCCC3)c4ncnc(N)c24;325.15387484800004;7;2;2.9048;yes
2596;CHEMBL333418;nM;439.0;6.357535479757877;Nc1cccc2ncnc(Nc3cccc(Br)c3)c12;314.01670845200005;4;2;3.7181000000000015;yes
2597;CHEMBL171311;nM;440.0;6.356547323513813;Nc1ncnc2c1c(cn2C(CO)Cc3ccccc3)c4ccccc4;344.16371126;5;2;3.4566000000000026;yes
2598;CHEMBL3612573;nM;440.0;6.356547323513813;CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4OC(=O)N(CCOC)c4cc23)c1;424.13828435999994;10;2;2.8100000000000014;yes
2599;CHEMBL194389;nM;440.0;6.356547323513813;COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12;392.104003464;6;1;5.009400000000003;yes
2600;CHEMBL355322;nM;440.0;6.356547323513813;COc1cccc(c1)c2cn(C3CCN(CC(=O)N)C3)c4ncnc(N)c24;366.18042394400004;7;2;1.4211999999999996;yes
2601;CHEMBL544865;nM;444.0;6.35261702988538;Cl.COc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1OC;450.97568750000005;6;1;5.789600000000003;yes
2602;CHEMBL3633938;nM;445.0;6.351639989019067;Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC=C(C#N)C#N)cc34)cc2Cl)c1;470.10581503200007;7;2;6.087860000000003;yes
2603;CHEMBL279459;nM;450.0;6.346787486224656;COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC4CCNCC4;478.0815944520001;6;2;4.8011000000000035;yes
2604;CHEMBL355191;nM;450.0;6.346787486224656;COc1cccc(c1)c2cn(C3CCC3)c4ncnc(N)c24;294.148061196;5;1;3.4141000000000012;yes
2605;CHEMBL382822;nM;450.0;6.346787486224656;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@@H]4C(=O)N(C)C;457.16808094000004;6;1;4.227100000000004;yes
2606;CHEMBL1914656;nM;450.0;6.346787486224656;Br.C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccc(C)cc4;424.089873392;4;3;5.3899200000000045;yes
2607;CHEMBL57366;nM;450.0;6.346787486224656;CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1c3c(Cl)cccc3Cl;404.09191455599995;5;3;4.500800000000003;yes
2608;CHEMBL422758;nM;450.0;6.346787486224656;COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC4CCN(C)CC4;448.14776009600007;6;1;5.034200000000005;yes
2609;CHEMBL308672;nM;450.0;6.346787486224656;CCN(CC)CCNC(=O)c1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c23)[nH]1;511.1898790040001;6;4;4.213520000000002;yes
2610;CHEMBL2385990;nM;450.0;6.346787486224656;CN(C)C\C=C\C(=O)Nc1ccc(C)c(c1)C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2;495.17249762399996;4;2;5.675120000000005;yes
2611;CHEMBL2347969;nM;452.0;6.3448615651886175;OC[C@@H](Nc1ncnc2oc(c(Br)c12)c3ccccc3)c4ccccc4;409.042588852;5;2;4.797800000000003;yes
2612;CHEMBL3753444;nM;455.17;6.341826369776012;COc1ccc(cn1)c2cc(NC(=O)Nc3ccncc3)cc(OC)c2OC;380.14845511999994;6;2;3.8134000000000015;yes
2613;CHEMBL3671583;nM;456.0;6.341035157335565;CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3C(F)(F)F)c2cc1NC(=O)C=C;537.0623362279999;6;3;4.794100000000003;yes
