"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3685041";"";"0";"294.33";"0";"4.31";"BDBM112050";"CC(=O)Nc1cc2ccc(-c3cc(F)ccc3C)cc2cn1";"Ki";"'='";"0.3";"nM";"9.52";"";"233114";"UO_0000065";"32.35";"0.59";"5.21";"22.68";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685043";"";"0";"336.41";"1";"5.33";"BDBM112052";"Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C(C)(C)C)ncc2c1";"Ki";"'='";"2.0";"nM";"8.70";"";"233116";"UO_0000065";"25.86";"0.48";"3.37";"20.72";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685055";"";"0";"349.34";"0";"4.40";"BDBM112065";"N#Cc1cc(F)c(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"0.07";"nM";"10.15";"";"233131";"UO_0000065";"29.07";"0.53";"5.75";"15.44";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685011";"";"0";"317.39";"0";"4.26";"BDBM112019";"Cc1cnc(C)c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1";"Ki";"'='";"3.0";"nM";"8.52";"";"233083";"UO_0000065";"26.85";"0.48";"4.26";"15.53";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685015";"";"0";"336.82";"1";"5.21";"BDBM112024";"Cc1c(Cl)cccc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"1.0";"nM";"9.00";"";"233088";"UO_0000065";"26.72";"0.51";"3.79";"21.43";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685018";"";"0";"336.37";"0";"4.40";"BDBM112027";"COc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"0.6";"nM";"9.22";"";"233091";"UO_0000065";"27.42";"0.50";"4.82";"18.00";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685021";"";"0";"292.34";"0";"2.98";"BDBM112030";"Cn1cc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cn1";"Ki";"'='";"3.0";"nM";"8.52";"";"233094";"UO_0000065";"29.15";"0.53";"5.54";"14.25";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685022";"";"0";"306.37";"0";"3.59";"BDBM112031";"Cc1n[nH]c(C)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"3.0";"nM";"8.52";"";"233095";"UO_0000065";"27.82";"0.51";"4.93";"12.06";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685035";"";"0";"303.37";"0";"3.95";"BDBM112044";"Cc1cccnc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"0.1";"nM";"10.00";"";"233108";"UO_0000065";"32.96";"0.59";"6.05";"18.22";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL1969042";"";"0";"359.39";"0";"4.60";"SID103905578";"Oc1ccc(Nc2[nH]nc(-c3ccc(O)cc3)c2-c2ccc(O)cc2)cc1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1997197";"";"0";"339.42";"0";"3.35";"SID103904824";"COc1ccccc1CNC(=N)Nc1nccc(-c2cccs2)n1";"Ki";"'>'";"2511.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1987009";"";"0";"363.44";"0";"4.23";"SID103904702";"COc1cccc(CNC(=O)c2cc3c(-c4ccccc4)n[nH]c3s2)c1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1997846";"";"0";"327.82";"0";"4.42";"SID103904204";"Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1090356";"";"0";"587.71";"2";"6.28";"SID103904417";"O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1999112";"";"0";"409.42";"0";"1.09";"SID103905318";"CCOC(=O)C1=c2sc(=Cc3ccco3)c(=O)n2C(N)=C(C#N)C1c1ccco1";"Ki";"'='";"79.43";"nM";"7.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1966514";"";"0";"444.49";"1";"6.59";"SID103904285";"Nc1ncc(-c2ccoc2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12";"Ki";"'='";"31.62";"nM";"7.50";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1993722";"";"0";"405.39";"0";"4.29";"SID103904859";"Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(C(=O)O)ccc4F)cc3)c12";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1993374";"";"0";"297.82";"0";"3.79";"SID103904936";"CC(C)C(C)Nc1ncc(Cl)c(Nc2nccs2)n1";"Ki";"'>'";"2511.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1994526";"";"0";"247.34";"0";"2.17";"SID103904954";"CC(N)C1CCC(C(=O)Nc2ccncc2)CC1";"Ki";"'>'";"2511.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL514499";"GW843682X";"0";"477.46";"0";"4.80";"SID103905429";"COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1970352";"";"0";"471.29";"1";"5.58";"SID103905615";"CCOC(=O)c1c(C)n(-c2ccc(I)cc2)c2c1cc(O)c1ccccc12";"Ki";"'>'";"2511.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1965631";"";"0";"375.44";"0";"2.37";"SID103904529";"CN(C)CC(=O)Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL3685115";"";"0";"338.36";"0";"4.84";"BDBM112125";"Cc1ccc(F)cc1-c1ccc2c(F)c(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"0.7";"nM";"9.15";"";"233191";"UO_0000065";"27.06";"0.50";"4.31";"21.80";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685130";"";"0";"316.40";"0";"4.87";"BDBM112140";"Cc1ccc(C)c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1";"Ki";"'='";"2.0";"nM";"8.70";"";"233206";"UO_0000065";"27.49";"0.50";"3.83";"20.72";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685131";"";"0";"303.37";"0";"3.95";"BDBM112141";"Cc1cc(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)ccn1";"Ki";"'='";"42.0";"nM";"7.38";"";"233207";"UO_0000065";"24.32";"0.44";"3.43";"13.44";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685141";"";"0";"284.36";"0";"3.62";"BDBM112151";"CC(C)COc1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"12.0";"nM";"7.92";"";"233217";"UO_0000065";"27.85";"0.52";"4.30";"15.46";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685154";"";"0";"318.38";"0";"3.54";"BDBM112165";"Cc1cc(N)ncc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"0.9";"nM";"9.05";"";"233231";"UO_0000065";"28.41";"0.51";"5.51";"11.18";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685155";"";"0";"342.40";"0";"4.24";"BDBM112166";"Cc1ccncc1-c1ccc2cc(Nc3cc(CO)ccn3)ncc2c1";"Ki";"'='";"0.1";"nM";"10.00";"";"233232";"UO_0000065";"29.21";"0.53";"5.76";"14.10";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3685159";"";"0";"300.36";"0";"2.73";"BDBM112170";"CC(C)(CO)Oc1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"11.0";"nM";"7.96";"";"233236";"UO_0000065";"26.50";"0.49";"5.23";"11.14";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3689541";"";"0";"284.36";"0";"2.75";"BDBM112216";"C[C@H](CO)Cc1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"1.0";"nM";"9.00";"";"233289";"UO_0000065";"31.65";"0.59";"6.25";"14.46";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3689585";"";"0";"389.46";"0";"4.14";"BDBM112262";"COCC(=O)Nc1ccc(C)c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)c1";"Ki";"'='";"2.0";"nM";"8.70";"";"233348";"UO_0000065";"22.34";"0.41";"4.56";"10.83";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3689604";"";"0";"430.51";"0";"4.16";"BDBM112282";"Cc1ccc(NC(=O)N2CC[C@@H](O)C2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"0.4";"nM";"9.40";"";"233372";"UO_0000065";"21.83";"0.40";"5.24";"9.94";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3689625";"";"0";"447.51";"0";"4.61";"BDBM112306";"Cc1ccc(C(=O)NC2CCOCC2)c(F)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"1.0";"nM";"9.00";"";"233402";"UO_0000065";"20.11";"0.37";"4.39";"11.21";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL1975418";"";"0";"315.38";"0";"3.75";"SID103904512";"c1ccc(Cn2nnc(-c3ccc4[nH]ncc4c3)c2C2CC2)cc1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL387971";"";"0";"476.60";"0";"3.11";"SID103904812";"COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
