,chembl_id,IC50,units,canonical_smiles,pIC50
313,CHEMBL131590,4700,nM,Clc1c(C(=O)N(C)[C@@H]2[C@H](OC)[C@@]3(C)O[C@H](n4c5c6n3c3c(c6c6c(C(=O)NC6)c5c5c4cccc5)cccc3)C2)cccc1,5.3279023
3301,CHEMBL1242109,1670,nM,Oc1c(C)ccc(-c2nn(C(CC)C)c3ncnc(N)c23)c1,5.7772837
1891,CHEMBL217090,900,nM,Clc1c(Nc2ncnc3c2c(OC2CCOCC2)cc(OCCC[NH+]2CCCC2)c3)c2OCOc2cc1,6.0457573
1965,CHEMBL232082,170,nM,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(CN2CC[NH+](C)CC2)cc4)c3)ccc1,6.7695513
1378,CHEMBL54474,940,nM,Brc1cc(Nc2ncnc3nc(N)ccc23)ccc1,6.0268722
4939,CHEMBL3040861,2,nM,N(c1ncnc2c1cc1OCOc1c2)c1cc(-c2ccccc2)ccc1,8.6989698
109,CHEMBL138691,4.1999998,nM,Brc1cc(Nc2ncnc3c2cc(N(C(=O)C=C)CC[NH+](C)C)nc3)ccc1,8.3767509
2022,CHEMBL391181,40,nM,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(C[NH+]2CCC([NH3+])CC2)c(OC)c4)c3)ccc1,7.3979402
2525,CHEMBL464721,1600,nM,O=C(C(=O)/C=C/C(CC)C)/C=C/C=C/C=C/C=C/C=C/C=C/[C@H]1O[C@@H](C(=O)[O-])[C@H](O)C1,5.7958798
744,CHEMBL157952,14000,nM,S(Sc1c(CC(O)C(=O)NCc2ccccc2)c2c([nH]1)cccc2)c1c(CC(O)C(=O)NCc2ccccc2)c2c([nH]1)cccc2,4.8538718
6351,CHEMBL3663926,0.92000002,nM,O=C(Nc1cc(Oc2nc(Nc3ccc(N4CC[NH+](C)CC4)cc3)c(C(=O)N)nc2)ccc1)C=C,9.036212
4242,CHEMBL2159053,10490,nM,Clc1cc([O-])c(C(=O)N2C(c3ccc(Cl)cc3)CC(c3ccc(OC)cc3)=N2)cc1,4.9792247
5789,CHEMBL3963723,6,nM,O=C(Nc1c(OC)cc2ncnc(Nc3cc4c([nH]cc4)cc3)c2c1)CC,8.2218485
5903,CHEMBL3904257,16,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH+]2CCCC2)nc3)c1,7.7958798
536,CHEMBL168555,9700,nM,O(C)c1cc(-c2c3c(N)ncnc3n(C(CO)Cc3ccc(OC)cc3)c2)ccc1,5.0132284
4927,CHEMBL3297898,68.199997,nM,O(C)c1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1,7.1662154
6265,CHEMBL3676341,5,nM,Clc1c(Cl)cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)c(F)c1,8.3010302
2494,CHEMBL451074,230,nM,S(=O)(=O)(n1ncc2c1ccc(Nc1ncnc3c1sc(C#C[C@H]1NC[C@H](OC(=O)N4CCOCC4)C1)c3)c2)c1cc(F)ccc1,6.6382723
2487,CHEMBL455434,240,nM,O=C(O[C@@H]1C[C@@H](C#Cc2sc3c(Nc4ccc(Cc5ccccc5)cc4)ncnc3c2)NC1)N1CCOCC1,6.6197886
6477,CHEMBL3891187,5.5,nM,FC(F)(F)c1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)c(OC)ccc2)nc1,8.2596369
6457,CHEMBL3975588,650,nM,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cccc2)nc1,6.1870866
4642,CHEMBL3092303,331,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)N2CCN(CCO)CC2)c(O[C@@H]2COCC2)c3)c1,6.4801722
2788,CHEMBL480349,12,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4oc(CNCCS(=O)(=O)C)cc4)cc23)c1,7.9208188
3796,CHEMBL64894,473,nM,[N+](C)(C)=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)C=C1,6.325139
3155,CHEMBL1095130,2500,nM,Clc1c(Cc2[nH]c3nc(N)nc(Nc4c(F)cc(Cl)cc4)c3c2)ccc(Cl)c1,5.6020598
4377,CHEMBL2325109,3010,nM,S=C(N)N1C(c2cc3c(cc2)cccc3)CC(c2ccccc2)=N1,5.5214334
6031,CHEMBL3917105,100,nM,O=C(NO)CCCCC[NH+]1CCN(Cc2ccc(-c3[nH]c4ncnc(NCc5ccccc5)c4c3)cc2)CC1,7
5511,CHEMBL3752370,18.040001,nM,FC(F)(F)Oc1c(NC(=O)Nc2ccncc2)cc(-c2cncnc2)cc1,7.7437634
2078,CHEMBL250523,15,nM,O(CC#Cc1ncnc2c1cc(OC)c(OC)c2)c1ccccc1,7.8239088
230,CHEMBL7939,700,nM,Fc1ccc(Nc2c(Nc3ccc(F)cc3)cc3C(=O)NC(=O)c3c2)cc1,6.154902
1869,CHEMBL213818,24,nM,S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4ccc(OCc5cc(F)ccc5)cc4)ncnc3cc2)cc1)C,7.6197886
3836,CHEMBL1910278,66100,nM,OCCNc1nc(N)c2c([nH+]c(NCCO)c3c(N)scc23)n1,4.1797986
3266,CHEMBL1242377,1400,nM,Fc1c(O)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.8538718
1040,CHEMBL283201,45,nM,Brc1c(C[NH+](C)C)ccc(Nc2ncnc3c2cc(NC(=O)C=C)cc3)c1,7.3467875
4111,CHEMBL2029692,6800,nM,S=C(NNC(=O)C[N+]1=C(c2ccccc2)CC(=O)n2ncnc12)Nc1ccccc1,5.167491
3485,CHEMBL1641991,20800,nM,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)CC)cc3)ccc1,4.6819367
4955,CHEMBL3360611,0.54000002,nM,O=[N+]([O-])c1n(CCOCCOc2c(OC)cc3c(Nc4cc(C#C)ccc4)ncnc3c2)ccn1,9.2676058
6684,CHEMBL4088135,34.16,nM,S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4cc(C#C)ccc4)ncnc3cc2)cc1)C,7.4664822
3068,CHEMBL604042,120,nM,Brc1c(O)c(CN(C(=S)Nc2ccccc2)Cc2ccc(O)cc2)ccc1,6.9208188
4164,CHEMBL2048793,890,nM,Clc1c(Oc2c3c(C(=O)NC3)ccc2)ccc(Nc2ncnc3c2n(CCO)cc3)c1,6.0506101
5102,CHEMBL3416623,55,nM,O(C)c1c(-c2sc3ncnc(N[C@H](C)c4sccc4)c3c2)cccc1,7.2596374
6742,CHEMBL388978,44,nM,O(C)[C@@H]1[C@H]([NH2+]C)C[C@H]2O[C@]1(C)n1c3c4n2c2c(c4c4C(=O)NCc4c3c3c1cccc3)cccc2,7.3565474
5089,CHEMBL3416634,71,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(C#C)cc23)c1,7.1487417
4369,CHEMBL2325089,1070,nM,Fc1ccc(C2=NN(c3ccccc3)C(c3c4c(ccc3)cccc4)C2)cc1,5.9706163
2168,CHEMBL294475,0.81279999,nM,Brc1cc(Nc2ncnc3c2nc(NCCN2CCOCC2)nc3)ccc1,9.0900164
4482,CHEMBL2385983,4500,nM,Clc1c(F)ccc(NC(=O)c2c(N)cc(OCC)c(NC(=O)/C=C/C[NH+](C)C)c2)c1,5.3467875
2019,CHEMBL247916,530,nM,[NH3+]C1CC[NH+](Cc2c3C(Nc4cc5c(n(Cc6ccncc6)nc5)cc4)=NC=Nn3cc2)CC1,6.2757239
1423,CHEMBL332333,58,nM,N(c1n[nH]c2ncnc(Nc3ccccc3)c12)c1ccccc1,7.2365718
74,CHEMBL57712,1300000,nM,[O-][n+]1ccc(C=C(C#N)C#N)cc1,2.8860567
5234,CHEMBL3622675,2.4000001,nM,O=C(Nc1c(OCC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)/C=C/C[NH+](C)C1CC1,8.6197891
4555,CHEMBL2425087,16,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCN2CC4(C2)COC4)c(OC)c3)c1,7.7958798
5118,CHEMBL3416439,23,nM,Brc1sc2ncnc(Nc3cc(C#C)ccc3)c2c1,7.6382723
673,CHEMBL7827,95,nM,Clc1cc(C=2C(=O)c3c([O-])cc(O)cc3OC=2)ccc1,7.0222764
6667,CHEMBL4072383,47.099998,nM,O(C)c1cc2c(N(c3nc(N)[nH+]c4c(Cc5ccccc5)c[nH]c34)CCC2)cc1,7.3269792
2801,CHEMBL515401,209,nM,Clc1c(F)cc2[nH]cc(-c3ncnc4c3cc(OC)c(OC)c4)c2c1,6.6798539
5985,CHEMBL3929484,0.27000001,nM,Clc1c(F)c(Nc2ncnc3c2cc(-c2nnn(CCCCCC(=O)NO)c2)cc3)ccc1,9.5686359
3711,CHEMBL1821886,28170,nM,Brc1ccc(C2=NN(c3scc(-c4ccc(Cl)cc4)n3)C(c3ccc(C)cc3)C2)cc1,4.5502133
5982,CHEMBL3911796,4.1999998,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2nnn(CCCCCCC(=O)NO)c2)cc3)c1,8.3767509
953,CHEMBL78224,8800,nM,O=[N+]([O-])/C=C/c1cc(O)c(O)cc1,5.0555172
1918,CHEMBL225720,37,nM,Clc1cc(Nc2ncnc3c2cc(NN=NCC[NH+](C)C)cc3)ccc1,7.4317985
2333,CHEMBL490570,50000,nM,O=C(N)/C(/C#N)=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.3010302
4192,CHEMBL2064398,4500,nM,O=C1N(CCC[NH+]2CCOCC2)c2c(O1)cc1ncnc(N[C@H](C)c3ccccc3)c1c2,5.3467875
1531,CHEMBL27085,100000,nM,Clc1c(Nc2[nH]c3c(n2)c2C(=O)NC(C)=C(C)c2cc3)c(Cl)ccc1,4
5193,CHEMBL31965,0.80000001,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCC[NH+]2CCOCC2)c3)c1,9.0969105
5560,CHEMBL3758758,7,nM,O=C(OC)c1cc(c(OC)cc1)-c1sc2ncnc(N[C@H](C)c3ccccc3)c2c1,8.1549015
2319,CHEMBL521472,2,ug.mL-1,O=C1C(c2ccc(O)cc2)=C(C)Oc2c1c([O-])cc(O)c2,8.6989698
5558,CHEMBL3760082,3,nM,O=Cc1cc(c(OC)cc1)-c1sc2ncnc(N[C@H](C)c3ccccc3)c2c1,8.5228786
743,CHEMBL80030,230,nM,S(=O)(=O)(Oc1ccc(C(=O)C(C[NH+](C)C)=C)cc1)c1ccc(C(=O)[O-])cc1,6.6382723
1553,CHEMBL73301,1200,nM,O(C)c1cc(Nc2ncnc3[nH]c(C)c(C)c23)ccc1,5.9208188
3122,CHEMBL1089203,30,nM,O(CCOc1c(OCCOC)cc2[nH+]ccc(Nc3cc(C#C)ccc3)c2c1)C,7.5228786
5104,CHEMBL3416437,153,nM,O(C)c1c(-c2sc3ncnc(N[C@H](C)c4ncccc4)c3c2)cccc1,6.8153086
2284,CHEMBL256297,12,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(/C=N/OC)c(N)ncn2)c1,7.9208188
2143,CHEMBL271623,9.3330002,nM,Brc1c(NCC[NH+](CCO)CCO)c(Nc2ncnc3c2cncc3)ccc1,8.0299788
6309,CHEMBL3676383,26,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C[NH+](CC)CC)c3)cc1,7.5850267
980,CHEMBL77100,4800,nM,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)NCCCC)cc1,5.318759
2025,CHEMBL247710,38,nM,Clc1c(OCc2cc(F)ccc2)ccc(NC2=NC=Nn3c2c(C[NH+]2CCC([NH3+])CC2)cc3)c1,7.4202166
1733,CHEMBL205676,1000,nM,Clc1c(F)ccc(Nc2ncnc3Oc4c(cc(Cl)cc4)CNc23)c1,6
1058,CHEMBL157807,4700,nM,S(Sc1n(C)c2c(c1C(=O)N)cccc2)c1n(C)c2c(c1C(=O)N)cccc2,5.3279023
4597,CHEMBL2437464,15.3,nM,O=C(Nc1cc(N2C(=O)C=Nc3c2nc(Nc2ccc(N4CCCC4)cc2)nc3)ccc1)C=C,7.8153086
3877,CHEMBL1440725,5720,nM,S(Cc1ccccc1)c1oc(-c2c(C)cccc2)nn1,5.2426038
4006,CHEMBL1958034,2280,nM,Brc1ccc(C2N(C=3SCC(=O)N=3)N=C(c3ccc(Cl)cc3)C2)cc1,5.642065
1279,CHEMBL93635,810,nM,Clc1cc(Nc2ncnc3c2ccc([N+](=O)[O-])c3)ccc1,6.0915151
873,CHEMBL176309,700,nM,Clc1cc(-c2c3c(N)ncnc3n(-c3ccccc3)c2)ccc1,6.154902
3665,CHEMBL1812435,7220,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2ccc(OC)cc2)cc3)ccc1,5.1414628
3265,CHEMBL1242376,236,nM,Brc1c(O)cc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1,6.6270881
1859,CHEMBL1794063,19,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)c4ccccc4)cc2)cc3)c1,7.7212462
1166,CHEMBL347160,15000,nM,S(Sc1c(C(=O)NCc2ccccc2)c2c([nH]1)cccc2)c1c(C(=O)NCc2ccccc2)c2c([nH]1)cccc2,4.8239088
174,CHEMBL7775,8700,nM,O=C1NC(=O)c2c1cc(N(C)c1ccccc1)c(Nc1ccccc1)c2,5.0604806
6476,CHEMBL3913778,5.5,nM,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(OC)cc2)nc1,8.2596369
1304,CHEMBL92882,1132,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/COC)cc3)ccc1,5.9461536
4059,CHEMBL2018758,7600,nM,O=C(OCCCC)Nc1c(C)cc(Nc2ncnc3c2cc(OC)c(OC)c3)cc1,5.1191864
1435,CHEMBL122245,7,nM,Clc1cc(Nc2ncnc3[nH]nc(NCc4ccc(OC)cc4)c23)ccc1,8.1549015
1906,CHEMBL1203936,20,nM,FC(F)(F)c1cc(F)cc(Nc2ncnc3c2cc(OC)c(OC)c3)c1,7.6989698
60,CHEMBL311564,450000,nM,O(C)c1ccc(C([O-])=C(C#N)C#N)cc1,3.3467875
5701,CHEMBL48802,9000,nM,[SH0](=O)(CCCCN=C=S)C,5.0457573
5424,CHEMBL3741473,5,nM,FC(F)(F)c1cc(Nc2ncnc3c2cc(NC(=O)Nc2ccc(C[NH+]4CCCCC4)cc2)cc3)ccc1,8.3010302
5680,CHEMBL3805461,21,nM,O(CCOc1c2OCCOc2c2c(Nc3cc(C#C)ccc3)ncnc2c1)C,7.6777806
2257,CHEMBL410659,9600,nM,NC1=NC=Cn2c(C3CC(C[NH+]4CCC4)C3)nc(-c3cc4nc(-c5ccccc5)ccc4cc3)c12,5.0177288
3679,CHEMBL1812572,120,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2cc([N+](=O)[O-])ccc2)cc3)ccc1,6.9208188
1865,CHEMBL214689,25,nM,Brc1c(OCc2ccccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)C)cc2)cc3)c1,7.6020598
1266,CHEMBL96065,0.88999999,nM,Ic1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,9.0506096
660,CHEMBL57990,49,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC[NH+](C)C)c(OC)c3)c1,7.309804
4448,CHEMBL2347968,589,nM,Clc1c(-c2ccccc2)oc2ncnc(N[C@H](CO)c3ccccc3)c12,6.2298846
6802,CHEMBL4087383,1600,nM,Fc1c(N2C(=O)N([C@@H]3CN(C(=O)CC)CC3)c3nc(Nc4c(OC)cc(N5CC[NH+](C)CC5)cc4)ncc3C2)cc(OC)cc1,5.7958798
3570,CHEMBL1797418,77.620003,nM,Brc1cc(Nc2ncnc3c2cc2c(n(CCC[NH+]4CCOCC4)cc2)c3)ccc1,7.1100264
3058,CHEMBL592427,2240,nM,Brc1c(O)c(CN(C(=O)Nc2ccccc2)Cc2ccc(F)cc2)ccc1,5.6497521
2963,CHEMBL597569,10.4,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCCCCC(=O)NO)c(OCCOC)c3)c1,7.9829664
1693,CHEMBL382073,1.8,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCC[NH+](CC)CC)cc3)c1,8.7447271
2155,CHEMBL410635,3.2360001,nM,Brc1c(N(CC(O)CO)C)c(Nc2ncnc3c2cncc3)ccc1,8.4899912
3299,CHEMBL1241271,19000,nM,Oc1c(C)ccc(-c2nn(C)c3ncnc(N)c23)c1,4.7212462
6789,CHEMBL4087525,365,nM,O=C(CC)N1C[C@@H](N2C(=O)N(c3cc(C)ccc3)Cc3c2nc(Nc2cc(C)c(N4CC[NH+](C)CC4)cc2)nc3)CC1,6.4377069
500,CHEMBL326811,1620,nM,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C)cc3)ccc1,5.7904849
1116,CHEMBL117804,4100,nM,N(CCc1ccccc1)c1ncnc2c1cccc2,5.3872161
1072,CHEMBL330882,4900,nM,O(C)c1c2c(NCc3ccccc3)ncnc2ccc1,5.309804
2727,CHEMBL523586,10000,nM,Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)N[C@H](C[NH3+])Cc2cc(F)ccc2)c1,5
983,CHEMBL453502,500,nM,S(=O)(=O)(Oc1c(OC)cc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)OC[C@@H]2[C@@H](O)[C@@H](O)[C@H](n3c4ncnc(N)c4nc3)O2)cc1,6.3010302
3693,CHEMBL1821869,60,nM,Clc1ccc(-c2nc(N3C(c4ccc(F)cc4)CC(c4cc(C)c(C)cc4)=N3)sc2)cc1,7.221849
5798,CHEMBL3919183,94,nM,O=C(Nc1c(OC)cc2ncnc(Nc3cc4c(n(Cc5ncccc5)nc4)cc3)c2c1)CC,7.0268722
2846,CHEMBL574059,380,nM,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3ccc(F)cc3)ncc2C=1,6.4202166
1233,CHEMBL93051,15,nM,Brc1cc(Nc2ncnc3c2cc2OCOc2c3)ccc1,7.8239088
5385,CHEMBL3699612,20,nM,FC(F)(F)c1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCOCCC3)cc2)nc1,7.6989698
3668,CHEMBL1812559,5160,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)cc3)ccc1,5.2873502
1714,CHEMBL205783,1384,nM,Clc1c(F)ccc(Nc2ncnc3c2c(OC2CCOCC2)cc(OC)c3)c1,5.8588638
1721,CHEMBL203219,3400,nM,Brc1cc(Nc2ncnc3Oc4c(cccc4)CNc23)ccc1,5.4685211
6598,CHEMBL4060320,2.3,nM,Brc1cc(Nc2ncnc3c2cc(OCCCCCOP(=O)(N(CCCl)CCCl)N)cc3)ccc1,8.6382723
5979,CHEMBL3930762,6.4000001,nM,O=C(NO)CCCCCn1nnc(-c2cc3c(Nc4cc(C)c(Oc5cnc(C)cc5)cc4)ncnc3cc2)c1,8.19382
3305,CHEMBL1242199,751,nM,Fc1cc(O)cc(-c2nn(C3CCCC3)c3ncnc(N)c23)c1,6.1243601
1243,CHEMBL63469,6.5,nM,Brc1cc(Nc2ncnc3c2cc(N)c(Cl)c3)ccc1,8.1870871
6691,CHEMBL4096329,20800,nM,S(c1c2c3c(N)nc(N)nc3[nH]c2ccc1)c1ccc(OC)cc1,4.6819367
4954,CHEMBL3360610,0.56999999,nM,O=[N+]([O-])c1n(CCCCCCOc2c(OC)cc3c(Nc4cc(C#C)ccc4)ncnc3c2)ccn1,9.2441254
811,CHEMBL144842,700,nM,O=C(NCCCCCNC(=O)/C(/C#N)=C/c1cc(O)c([O-])cc1)/C(/C#N)=C/c1cc(O)c(O)cc1,6.154902
2720,CHEMBL514771,10590,nM,Clc1c(F)ccc(Nc2c3c([nH+]cc2)cc(OC)c(NC(=O)/C=C/C(C)N2CCOCC2)c3)c1,4.9751039
3330,CHEMBL1241680,100000,nM,Fc1c(C#N)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,4
5346,CHEMBL3699617,5.5,nM,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(OC(C)(C)C)=O)CCC3)cc2)nc1,8.2596369
5576,CHEMBL3759848,300,nM,Clc1cc(C(=O)Nc2ccc(Nc3ncnc4c3cc(OC)c(OCC[NH+]3CCCCC3)c4)cc2)ccc1,6.5228786
1441,CHEMBL56542,2100,nM,O=C(/C(/C#N)=C/c1cc(O)c([O-])cc1)N1c2c(cccc2)CC1,5.6777806
2784,CHEMBL473438,6,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2[nH]c(C[NH2+]CC)cc2)c3)c1,8.2218485
6113,CHEMBL3983201,50,nM,Clc1c(Cl)ccc(Nc2ncnc3c2cc(OC)c(OCc2nc(-c4ccc(C(F)(F)F)cc4)sc2)c3)c1,7.3010302
1836,CHEMBL208849,1693,nM,ClCCN(C(=O)Nc1cc2c(Nc3cc(C)ccc3)ncnc2cc1)C,5.7713432
2006,CHEMBL396079,500,nM,O(C[C@H]1OCC[NH2+]C1)Cc1c2C(Nc3cc4c(n(Cc5ncccc5)nc4)cc3)=NC=Nn2cc1,6.3010302
4850,CHEMBL3237943,24050,nM,Clc1n(-c2ccc(Cl)cc2)nc(C)c1-c1c(C#N)c(N)[n+](-c2cnccc2)c2c1[C-](O)CC(C)(C)C2,4.618885
4348,CHEMBL2315696,193,ug.mL-1,O=C([O-])[C@@H](N=C1C(=O)C(C/C=C(/CC[C@]2(C)C(=C)[C@H](C)CCC2)\C)=C([O-])C(=O)C1)C(C)C,6.7144427
6019,CHEMBL3975710,1000,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCOc2ccc(/C=C/C(=O)NO)cc2)cc3)c1,6
3927,CHEMBL1934621,650,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3ccccc3)c(C)ncn2)c1,6.1870866
4979,CHEMBL3355885,51.200001,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(OCCCCCn2c([N+](=O)[O-])ncc2)c(OC)c3)c1,7.29073
346,CHEMBL337297,8180,nM,O=C(N(C)[C@@H]1[C@H](OC)[C@@]2(C)O[C@H](n3c4c5n2c2c(c5c5c(C(=O)NC5)c4c4c3cccc4)cccc2)C1)c1nccnc1,5.0872469
5037,CHEMBL3357634,0.2,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C(/F)=C/C[NH+](C)C)c(OC)c3)c1,9.6989698
705,CHEMBL56502,6,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCC(O)C[NH3+])c(OC)c3)c1,8.2218485
4406,CHEMBL2335377,85900,nM,Brc1c(F)ccc(Nc2nc(N)nc3[nH]c(CCc4ncccc4)cc23)c1,4.0660067
604,CHEMBL66031,0.0080000004,nM,Brc1cc(Nc2ncnc3c2cc2nc[nH]c2c3)ccc1,11.09691
6264,CHEMBL3676340,22,nM,Brc1cc(F)c(N=C2NC=Nc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)c(F)c1,7.6575775
6772,CHEMBL4095063,8.5,nM,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)C(C)C)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,8.0705814
5518,CHEMBL3752248,71.709999,nM,FC(F)(F)Oc1c(NC(=O)Nc2sccn2)cc(-c2cncnc2)cc1,7.1444201
5248,CHEMBL3622655,5.5,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH+](C)C2CC2)c(OCC)c3)c1,8.2596369
6004,CHEMBL3905552,668,nM,O=C(Nc1cc(C)c(C)cc1)Nc1ccc(Nc2ncnc3c2cc(OC)c(OCCCN2CC[NH+](C)CC2)c3)cc1,6.1752234
6230,CHEMBL3671556,69,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC(NC(=O)C)CC)c3)cc1,7.1611509
1629,CHEMBL363815,0.037,nM,Clc1c(Cl)cc(Nc2ncnc3c2cc(NC(=O)C=C)cc3)c(F)c1,10.431798
2555,CHEMBL14932,97.720001,nM,O(Cc1ccccc1)c1ccc(Nc2ncnc3c2cc(O)cc3)cc1,7.0100164
2808,CHEMBL128000,8000,nM,O=C(C=Cc1cc(O)c(O)cc1)c1c([O-])cc(O)cc1,5.09691
6356,CHEMBL3663931,1.2,nM,O=C(Nc1cc(Oc2c(CC)nc(C(=O)N)c(Nc3ccc(N4C[C@H](C)[NH+](C)CC4)cc3)n2)ccc1)C=C,8.9208183
1908,CHEMBL1204305,1.05,nM,Ic1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,8.9788103
4437,CHEMBL2347960,29,nM,O=C(Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)ccc1)CCC[NH+](C)C,7.5376019
3784,CHEMBL1829275,24330,nM,Brc1cc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)ccc1,4.6138577
2191,CHEMBL406236,1819.7,nM,N(C)(C)c1c(N)c(Nc2ncnc3c2cncc3)ccc1,5.7400002
6249,CHEMBL3671574,25,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C2N(C(=O)C)CCC2)c3)cc1,7.6020598
6797,CHEMBL4096822,362,nM,Fc1c(N2C(=O)N([C@@H]3CN(C(=O)CC)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cc(OC)cc1,6.4412913
2010,CHEMBL247866,1029,nM,O(CC[NH+]1CCCC1)c1ccc(-c2c(-c3ccccc3)c3c(NC(C)C)ncnc3o2)cc1,5.9875846
2988,CHEMBL2021576,0.49000001,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)[C@@H]2[C@@H](C(=O)[O-])O2)cc3)ccc1,9.309804
621,CHEMBL354033,2670,nM,Oc1ccc(-c2c3c(N)ncnc3n(C3C[NH2+]CC3)c2)cc1,5.5734887
2946,CHEMBL589503,35290,nM,ClCCN(CCCl)c1ccc(C(=O)NC2CCCC2)cc1,4.4523482
6353,CHEMBL3663928,0.66000003,nM,O=C(Nc1cc(Oc2c(CC)nc(C(=O)N)c(Nc3ccc(N4CC[NH+](CC)CC4)cc3)n2)ccc1)C=C,9.1804562
1400,CHEMBL300491,10,nM,O(C)c1cc2ncncc2cc1,8
6197,CHEMBL3671524,32,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CCC)c3)cc1,7.4948502
3584,CHEMBL320479,741.31,nM,Fc1cc(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)ccc1,6.1300001
3519,CHEMBL1683954,10000,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(Oc3ccccc3)c2)c1,5
3030,CHEMBL591910,1720,nM,Brc1ccc(/C=N/N=C2SCC(=O)N2)cc1,5.7644715
2484,CHEMBL461811,400,nM,Clc1c(Oc2noc(C)c2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N4CCOCC4)C2)c3)c1,6.3979402
