chembl_compound_id,chembl_activity_id,pIC50,smiles
CHEMBL595757,3055931,4.74,COc1ccccc1C(Cc1coc2nc(N)nc(N)c12)C(C)C
CHEMBL2425087,13452956,7.8,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(COC2)C1
CHEMBL5858513,28405391,8.4,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4c(=O)n(CC(F)F)ccc34)cc12
CHEMBL5878630,27652997,7.26,C=CC(=O)Nc1cccc(N(C(=O)C=C)c2nc(Nc3ccc(OC)nc3)ncc2C#N)c1
CHEMBL5185922,24919442,8.31,CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(Cl)c3)ncc2Cl)c2ccccc21
CHEMBL3133894,13974927,5.55,C=CC(=O)Nc1ccc2ncnc(NC3CCCCC3)c2c1
CHEMBL599218,16894459,6.0,COc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO
CHEMBL5996771,27750566,6.48,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)nc3C)n2)c(OC)cc1N1CCC(N(C)C)CC1
CHEMBL5968961,28722308,7.09,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)CC1
CHEMBL5769810,27750620,8.4,C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N(C)CCNC
CHEMBL4740295,22835813,9.1,CS(=O)(=O)c1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1
CHEMBL207674,1715578,7.3,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1C(N)=O
CHEMBL5770894,28405187,8.0,Cc1ncsc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL5926025,27738155,5.26,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1CNC(=O)c1ccccc1OC
CHEMBL5763517,26941048,8.1,C=CC(=O)Nc1cc(Nc2ncc3ccc(-c4ccn(C)c4)n3n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5961822,28403633,7.89,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4COC4)NN3)c3cccnc3)cc2c1NC(CCO)c1ccccc1
CHEMBL4225191,18577505,7.35,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N(C)C)CC4)cc3OC)n2)c1
CHEMBL2018754,10855811,5.19,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl
CHEMBL5565103,25979157,7.24,COc1ccc(-c2c(NC(=O)/C=C/[C@H]3CCCN3C)ccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)cc1OC
CHEMBL3828092,16655516,7.5,Fc1ccc(Nc2ncnc3ccc(-c4cnn(C5CCNCC5)c4)cc23)cc1Cl
CHEMBL5972316,28405814,8.15,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C45CC(C4)C5)NN3)cccc12
CHEMBL5755363,28405169,8.52,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C45CC(C4)C5)NN3)c3cccc4ncccc34)cc12
CHEMBL3671513,26587469,7.72,C=CCNC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C
CHEMBL5432280,25691199,8.15,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N(C)CCN(C)C
CHEMBL3633146,16444039,8.54,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1
CHEMBL3894623,16847220,5.33,COc1cc2c(Nc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)ncnc2cc1OCc1ccccc1
CHEMBL109503,6261312,5.84,COc1cc2ncc(C#N)c(Nc3cccc(C(F)(F)F)c3)c2cc1OC
CHEMBL5416489,25481291,9.52,COCC1(C)CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6nccnc6c5P(C)(C)=O)n4)cc3C)CC2)C1
CHEMBL491085,2390192,9.26,C/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL4638194,20708033,6.07,O=C(/C=C/CN1CCCCC1)N1CCCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21
CHEMBL3612578,15711404,5.92,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(Cl)cc4)c3cc21
CHEMBL5842396,27540788,5.77,N#CN1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c(C(N)=O)c2N)C1
CHEMBL3633942,15774379,5.84,CCOC(=O)C(=CNC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1)C(=O)OCC
CHEMBL3622659,15743452,6.45,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC[S+]([O-])CC1
CHEMBL51659,885852,8.47,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL5860200,28403573,8.15,N#Cc1cnc2c(Cl)cc(N[C@@H](C3=CN(c4ccccc4)NN3)c3cccnc3)cc2c1Nc1cnc(F)c(F)c1
CHEMBL3219131,14533841,7.11,C=CC(=O)Nc1cccc(N2C(=O)C(c3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL4172718,18427558,8.4,COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCC(CO)CC1
CHEMBL5985406,26839057,8.72,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncnc(NCC(C)(C)C)c2c1)c1cn(C2(C(F)F)CC2)nn1
CHEMBL4103121,18189813,5.3,CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(F)cc3)c3c(N)ncnc32)C1
CHEMBL4540303,19073802,9.43,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1
CHEMBL5804933,27540857,5.47,NC(=O)c1c(-c2ccc(Oc3cccc(C(F)(F)F)n3)cc2)nn(C2CCCN(C(=O)/C=C/CF)C2)c1N
CHEMBL4449589,18923663,7.24,CC(C)(O)Cn1/c(=N/C(=O)c2ccnc(-c3cccnc3)c2)[nH]c2ccccc21
CHEMBL5170965,24907649,7.06,CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C\[C@H]1CCCN1C
CHEMBL6040634,27653069,7.26,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3cccc(OC)c3)ncc2F)C1
CHEMBL3325473,15118448,5.96,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12
CHEMBL3133757,13973663,6.73,CCN(CCO)CCCOc1ccc2c(Nc3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)ncnc2c1
CHEMBL4228518,18581461,6.94,CN(C)CCOc1ccc(Nc2ncc3nc(Sc4ccc(F)cc4)n(C4CCOCC4)c3n2)cc1
CHEMBL4212326,18450562,7.28,C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1
CHEMBL3742059,16410651,7.51,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CC4=C(C)/C(=C\c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)c(OCCOC)cc23)c1
CHEMBL5751543,28404374,8.3,Cc1nc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c2s1
CHEMBL3233776,14586674,8.1,O=C(/C=C/CNCc1ncccn1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL4062617,18243190,5.41,C=CC(=O)NCc1cccc(-c2nc(C3CC3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1
CHEMBL5271043,25105700,6.74,CN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1
CHEMBL4293051,19408320,9.52,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL1944923,8025247,4.63,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(C(=O)O)cc2)cc1
CHEMBL3671511,26587463,7.7,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)NC(C)CC
CHEMBL5748865,27750716,8.15,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnc4c(ccn4C4CC4)c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5879816,28404827,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C)CC4)NN3)c3cccc4cnccc34)cc12
CHEMBL3892960,16752361,5.17,C=CC(=O)NC1CCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1
CHEMBL1958220,8049024,5.27,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1
CHEMBL5290971,25078701,6.64,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1
CHEMBL98248,19218800,6.77,COc1cc2nccc(Nc3cccc(Br)c3)c2cc1OC
CHEMBL2426284,13446044,5.68,C=CC(=O)N1CCc2cc(OC)c(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)cc21
CHEMBL4798177,22782718,7.37,C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N(C)CCN(C)C
CHEMBL3699588,18577499,7.17,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
CHEMBL281467,565025,6.43,C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL241918,1943186,6.97,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(OC)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL207815,1715557,8.22,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1
CHEMBL2018773,10855833,5.04,CCN(CC)CCOc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC
CHEMBL4758842,22921886,8.96,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCc1cn(CCC(=O)NO)nn1
CHEMBL5075204,24377973,6.45,C/C=C/C(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5195321,24833312,7.28,CC(C)(C)n1cc(-c2cncc3ccccc23)c2c(N)ncnc21
CHEMBL185853,1462345,6.29,Cc1ccc(Nc2ncnn3cccc23)cc1O
CHEMBL3961202,16752390,6.74,C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1
CHEMBL2048912,10949867,8.59,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21
CHEMBL3819120,16631005,7.59,O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCN2CCCCC2)CO1
CHEMBL5769390,28404602,8.1,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccnc3)cc12
CHEMBL4282688,18722892,9.15,C=C=CC(=O)Nc1cc(Nc2ncc(OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4849859,23203429,6.87,COc1ccc(/C=C2/SC(NN3Cc4ccccc4N=C3c3ccccc3)=NC2=O)cc1
CHEMBL5566173,25979174,8.48,O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc3c2c1CCN3c1ccc(OCc2ccccn2)c(Cl)c1
CHEMBL5631902,26154065,6.73,COCCOc1cc2ncnc(Nc3cc(Cl)cc(C=O)c3)c2cc1OCCOC
CHEMBL3946096,16895232,9.05,C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(=O)NC
CHEMBL5437854,25691208,8.05,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4C[C@H](O)C4)c23)ccc1N(C)CCN(C)C
CHEMBL4116552,24815706,8.64,COc1ccc(N(C)c2nc(C)nc3c(Cc4ccccc4)cn(C)c23)cc1
CHEMBL5933155,28405397,8.7,CC(C)n1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C45CC(C4)C5)NN3)cccc2c1=O
CHEMBL4776925,22965628,5.08,S=C(NNc1ccccc1)Nc1ccc2c(c1)OCO2
CHEMBL5206600,24833310,7.56,CCC(=O)N1CCC[C@@H](N2CC(c3cccc(F)c3Cl)=C(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1
CHEMBL5176460,24848237,8.74,CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4)cc2)CC1
CHEMBL3671502,26587436,8.4,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCN
CHEMBL1828862,6358467,6.41,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(F)cc1
CHEMBL4086731,17967285,4.0,Cc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1
CHEMBL384407,1766868,7.57,CS(=O)(=O)CCN(CC#N)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL5180725,24907659,7.68,Cc1cc(Nc2c(C#N)cnc3ccc(NC(=O)/C=C/CN(C)C)cc23)ccc1Oc1cc2nncn2cn1
CHEMBL4129387,18304096,7.52,C=CC(=O)Nc1cccc(-n2c(=O)n(C)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1
CHEMBL3974571,16668211,7.68,C=C(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
CHEMBL2325087,12657569,6.18,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc2ccccc2c1
CHEMBL56879,2202727,5.7,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL4587847,19168182,7.9,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCN(C)CC1
CHEMBL3699601,16274043,7.7,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1
CHEMBL6000404,27069863,5.26,N#CCC(=O)N1CCC(c2ccc(Nc3nc(N4CCC[C@@H](NC(=O)N5CCCCC5)C4)cnc3C(N)=O)cc2)CC1
CHEMBL4066118,17967061,5.24,c1ccc2c(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)cccc2c1
CHEMBL5086894,24381003,8.62,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1
CHEMBL4794131,22892152,6.51,COc1ccc(/C=N\Nc2nc(-c3nc4ccccc4n3C)cs2)cc1
CHEMBL5558514,25864541,6.46,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCNC(=O)CCN(C)Cc1ccc(-c2cccc(-c3ccccc3)c2C)nc1OC
CHEMBL3814812,16612205,8.82,Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCCN5CCOCC5)cc34)cc2Cl)c1
CHEMBL3752074,16436355,7.31,COc1cc(NC(=O)Nc2ccccn2)cc(-c2cccnc2)c1OC
CHEMBL3233759,14586655,5.3,COC(=O)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL5272206,25105712,6.63,CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5nccnc5c4)n3)cc2)CC1
CHEMBL5967745,27750650,6.92,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N1CC(N(C)C)C1
CHEMBL3622668,15743443,8.16,O=C(/C=C/CNC1CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC(F)(F)F
CHEMBL5761246,28517228,5.83,C=CC(=O)N1CCC2CN(c3nc(Nc4cnn(C)c4)c4c(c3F)CNC4=O)CC21
CHEMBL5907912,28403216,6.87,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccc3[nH]cnc23)NN1
CHEMBL5988897,28403771,7.75,Cc1cncc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CN(C(C)C)NN2)c1
CHEMBL3297896,14752161,7.04,Cc1nc(Nc2cccc3[nH]ccc23)c2cc(C)oc2n1
CHEMBL2437479,26745481,7.96,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)c1
CHEMBL5633094,26154077,7.01,COCCOc1cc2ncnc(Nc3ccc(F)c(OS(=O)(=O)F)c3)c2cc1OCCOC
CHEMBL4086078,18060693,7.6,C=CC(=O)N1CCC(Sc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccccc4)c3)[nH]2)C1
CHEMBL4128567,18304103,9.0,C=CC(=O)Nc1cccc(-n2c(=O)n(CCc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1
CHEMBL3325470,15118451,4.98,Cc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12
CHEMBL5770089,26961331,7.66,CCN(C)C/C=C/C(=O)N1CC[C@@H](n2cc(C(=O)Nc3nc4cc(Cl)ccc4o3)c3c(N)ncnc32)C1
CHEMBL3786098,16540083,7.89,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1
CHEMBL5822835,28517060,5.64,C=CC(=O)N1CCCCC(Nc2nc(Nc3ccc(OCCOC)cc3)c3c(c2F)CNC3=O)C1
CHEMBL3098317,13868178,5.62,COc1cc2nc(Cl)nc(Nc3ccc(S(N)(=O)=O)cc3)c2cc1OC
CHEMBL3092321,13852023,6.33,CN1CCN(C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1
CHEMBL5203711,24815698,6.92,O=C(/C=C\c1ccc(OC(F)(F)F)cc1)c1ccc(Br)c2cc(-c3ccc(F)cc3)oc12
CHEMBL1173713,3364624,4.96,COc1ccc(/C=C/C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL5775870,28405289,6.93,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc21
CHEMBL4452906,19315823,7.7,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCCCCO[N+](=O)[O-])CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C
CHEMBL3622629,15743484,8.24,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL6056083,27653180,5.26,CC(C)=CC(=O)c1cccc(Nc2nc(Nc3ccccc3)ncc2C)c1
CHEMBL4778502,22782717,6.83,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c1
CHEMBL5273261,25078686,7.08,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC[C@H]2CCCN2C)CC1
CHEMBL5565503,25979154,8.54,Cc1cccc(-c2c(NC(=O)/C=C/CN(C)C)ccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)c1
CHEMBL3355876,14983520,9.29,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCn1ccnc1[N+](=O)[O-]
CHEMBL6029891,26750474,8.82,CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6COC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)CC1
CHEMBL5935382,28517213,5.87,C=CC(=O)N1CC2CN(c3nc(Nc4cnn(C)c4)c4c(c3F)CNC4=O)CC2C1
CHEMBL4067255,18060727,7.12,Fc1ccc(-c2nc(SCCN3CCOCC3)[nH]c2-c2ccnc(Nc3ccccc3)c2)cc1
CHEMBL5905715,27071738,6.26,NC(=O)c1ncc(N2CCC[C@@H](NC(=O)CCCBr)C2)nc1Nc1ccc(C2CCN(C3CCCC3)CC2)cc1
CHEMBL4280395,18765350,6.68,COc1ccc(OC)c(Nc2cc(Nc3ccc(F)cc3)ncn2)c1
CHEMBL460894,2390211,8.84,CC(C(=O)/C=C/C(=O)NCCCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL5288276,25098091,8.52,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C(C)=O)c3ccccc23)n1
CHEMBL5572670,25979165,8.83,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1cccc(Cl)c1F
CHEMBL2018759,10855816,5.24,COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)c(C)c3)c2cc1OC
CHEMBL380386,1715575,6.82,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN[C@H](C)C(N)=O
CHEMBL5862252,28405199,8.22,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C(C)(C)C(F)F)NN3)c3cccc4cnccc34)cc12
CHEMBL1928945,7963943,6.33,Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1
CHEMBL5808072,26750501,8.17,CNC(=O)c1cc(Oc2ccc3c(c2)[C@H]2[C@H](NC(=O)c4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)[C@H]2O3)ccn1
CHEMBL3754722,16435150,6.54,COc1cc(NC(=O)Nc2ccncc2)cc(-c2cncnc2)c1OC
CHEMBL5880020,28404164,7.43,CCN1CCC(N2C=C([C@H](c3cscn3)N(CC)c3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)NN2)CC1
CHEMBL4165126,18423621,6.08,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCOCC1
CHEMBL461968,2390296,8.1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@@H](C)C(N)=O
CHEMBL474341,2390237,8.43,O=C(CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1
CHEMBL4062528,18048492,7.57,S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N1CCOCC1
CHEMBL123046,1040781,4.38,Oc1ccc(NCc2cc(O)ccc2O)cc1
CHEMBL5830622,28883600,6.71,C=CC(=O)N1C[C@@H](Nc2cncc(-c3cnc(Oc4cccc(Cl)c4)nc3)n2)[C@@H]1C
CHEMBL1243316,3436095,7.22,C#CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC
CHEMBL5276304,25023169,7.39,CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4cccc(Br)c4)c32)CC1
CHEMBL5882388,28403120,7.68,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CNNN3)c3ccc4ncsc4c3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL4089601,18060660,7.66,C=CC(=O)NCCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1
CHEMBL5903081,28403228,8.52,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CNNN3)c3cccc4c3CN(C(=O)CO)C4)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL5941079,28404650,8.3,CN1NNc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21
CHEMBL4447289,19310306,6.38,C=CC(=O)Nc1cccc(-c2noc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL5777711,27653255,5.26,COCCOc1ccc(Nc2ncc(F)c(Nc3ccc(C(=O)C=C(C)C)cc3)n2)cc1F
CHEMBL1088931,3240737,8.21,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1)c1c(F)cccc1F
CHEMBL4071058,18052742,8.49,CC(C)(C)OC(=O)NCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL2385981,13322650,5.3,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1
CHEMBL4098591,18172244,7.63,CCC(=O)N1CC[C@@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1
CHEMBL3671495,26587415,8.3,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(F)F
CHEMBL6008669,28722128,6.55,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)CC1
CHEMBL5758784,27652664,6.26,C=CC(=O)Nc1cccc(N(C)c2nc(Nc3ccccc3)ncc2C)c1
CHEMBL5860078,28404989,8.52,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)CCl)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL3919609,16739512,8.82,C[C@@H](Nc1ncnc2oc(-c3ccc(O)cc3)cc12)c1ccccc1
CHEMBL4099445,18248445,7.26,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCN(C)CC1
CHEMBL3699617,16295360,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1
